id,rule,state,puzzle,question,correct_answer,params
sudoku_cf3_11to19_0011,sudoku_cf3_11to19,counterfactual,"[[0, 0, 13, 11, 16, 0, 0, 0, 17], [0, 0, 0, 0, 0, 14, 0, 0, 0], [14, 16, 0, 0, 0, 0, 13, 0, 12], [0, 0, 0, 17, 11, 0, 19, 0, 0], [0, 0, 0, 0, 13, 0, 11, 0, 0], [19, 11, 17, 15, 0, 0, 0, 13, 16], [11, 14, 19, 0, 0, 0, 18, 0, 15], [0, 0, 0, 19, 15, 0, 0, 0, 0], [16, 15, 0, 0, 0, 0, 0, 19, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. . 13 | 11 16 . | . . 17
. . . | . . 14 | . . .
14 16 . | . . . | 13 . 12
-------------------------
. . . | 17 11 . | 19 . .
. . . | . 13 . | 11 . .
19 11 17 | 15 . . | . 13 16
---------------------------
11 14 19 | . . . | 18 . 15
. . . | 19 15 . | . . .
16 15 . | . . . | . 19 .","[[12, 19, 13, 11, 16, 15, 14, 18, 17], [18, 17, 11, 13, 12, 14, 15, 16, 19], [14, 16, 15, 18, 19, 17, 13, 11, 12], [13, 12, 14, 17, 11, 16, 19, 15, 18], [15, 18, 16, 12, 13, 19, 11, 17, 14], [19, 11, 17, 15, 14, 18, 12, 13, 16], [11, 14, 19, 16, 17, 13, 18, 12, 15], [17, 13, 18, 19, 15, 12, 16, 14, 11], [16, 15, 12, 14, 18, 11, 17, 19, 13]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0012,sudoku_cf3_11to19,counterfactual,"[[0, 0, 0, 16, 0, 14, 0, 12, 0], [19, 18, 0, 0, 15, 13, 0, 0, 0], [0, 17, 0, 12, 0, 0, 0, 15, 0], [0, 19, 0, 0, 12, 16, 0, 0, 14], [0, 16, 0, 0, 0, 15, 0, 18, 0], [17, 14, 0, 18, 0, 0, 16, 0, 0], [0, 0, 16, 15, 0, 0, 0, 0, 0], [0, 13, 0, 0, 14, 0, 0, 0, 15], [14, 0, 0, 0, 16, 12, 0, 0, 11]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. . . | 16 . 14 | . 12 .
19 18 . | . 15 13 | . . .
. 17 . | 12 . . | . 15 .
------------------------
. 19 . | . 12 16 | . . 14
. 16 . | . . 15 | . 18 .
17 14 . | 18 . . | 16 . .
-------------------------
. . 16 | 15 . . | . . .
. 13 . | . 14 . | . . 15
14 . . | . 16 12 | . . 11","[[15, 11, 13, 16, 17, 14, 19, 12, 18], [19, 18, 12, 11, 15, 13, 17, 14, 16], [16, 17, 14, 12, 18, 19, 11, 15, 13], [13, 19, 18, 17, 12, 16, 15, 11, 14], [12, 16, 11, 14, 19, 15, 13, 18, 17], [17, 14, 15, 18, 13, 11, 16, 19, 12], [18, 12, 16, 15, 11, 17, 14, 13, 19], [11, 13, 17, 19, 14, 18, 12, 16, 15], [14, 15, 19, 13, 16, 12, 18, 17, 11]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0013,sudoku_cf3_11to19,counterfactual,"[[0, 0, 13, 0, 0, 16, 0, 0, 0], [0, 0, 0, 13, 0, 17, 18, 14, 0], [14, 16, 0, 18, 12, 0, 13, 0, 19], [0, 12, 0, 0, 15, 0, 14, 0, 0], [13, 11, 0, 0, 17, 14, 0, 0, 0], [0, 0, 15, 0, 0, 0, 0, 17, 18], [0, 0, 0, 0, 0, 13, 12, 18, 0], [15, 0, 12, 0, 0, 0, 0, 0, 0], [0, 0, 0, 12, 0, 11, 0, 0, 15]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. . 13 | . . 16 | . . .
. . . | 13 . 17 | 18 14 .
14 16 . | 18 12 . | 13 . 19
---------------------------
. 12 . | . 15 . | 14 . .
13 11 . | . 17 14 | . . .
. . 15 | . . . | . 17 18
------------------------
. . . | . . 13 | 12 18 .
15 . 12 | . . . | . . .
. . . | 12 . 11 | . . 15","[[18, 19, 13, 14, 11, 16, 15, 12, 17], [12, 15, 11, 13, 19, 17, 18, 14, 16], [14, 16, 17, 18, 12, 15, 13, 11, 19], [17, 12, 16, 19, 15, 18, 14, 13, 11], [13, 11, 18, 16, 17, 14, 19, 15, 12], [19, 14, 15, 11, 13, 12, 16, 17, 18], [11, 17, 19, 15, 16, 13, 12, 18, 14], [15, 18, 12, 17, 14, 19, 11, 16, 13], [16, 13, 14, 12, 18, 11, 17, 19, 15]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0014,sudoku_cf3_11to19,counterfactual,"[[0, 14, 0, 0, 13, 0, 0, 0, 0], [0, 17, 0, 14, 0, 0, 15, 0, 12], [13, 11, 0, 15, 0, 16, 0, 0, 18], [17, 0, 0, 13, 16, 0, 0, 11, 0], [0, 16, 13, 0, 0, 0, 0, 0, 0], [0, 0, 0, 11, 19, 0, 0, 18, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [14, 0, 0, 12, 15, 11, 13, 0, 16], [0, 12, 15, 16, 0, 0, 0, 0, 17]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. 14 . | . 13 . | . . .
. 17 . | 14 . . | 15 . 12
13 11 . | 15 . 16 | . . 18
--------------------------
17 . . | 13 16 . | . 11 .
. 16 13 | . . . | . . .
. . . | 11 19 . | . 18 .
------------------------
. . . | . . . | . . .
14 . . | 12 15 11 | 13 . 16
. 12 15 | 16 . . | . . 17","[[15, 14, 12, 17, 13, 18, 19, 16, 11], [18, 17, 16, 14, 11, 19, 15, 13, 12], [13, 11, 19, 15, 12, 16, 14, 17, 18], [17, 19, 18, 13, 16, 15, 12, 11, 14], [11, 16, 13, 18, 14, 12, 17, 15, 19], [12, 15, 14, 11, 19, 17, 16, 18, 13], [16, 13, 11, 19, 17, 14, 18, 12, 15], [14, 18, 17, 12, 15, 11, 13, 19, 16], [19, 12, 15, 16, 18, 13, 11, 14, 17]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0015,sudoku_cf3_11to19,counterfactual,"[[0, 0, 0, 19, 0, 0, 0, 0, 17], [0, 14, 0, 0, 0, 13, 16, 0, 15], [18, 0, 17, 0, 14, 12, 13, 0, 0], [11, 0, 0, 12, 0, 0, 0, 13, 0], [14, 0, 19, 13, 11, 0, 0, 0, 16], [13, 0, 12, 0, 19, 0, 0, 0, 14], [17, 0, 0, 0, 13, 0, 0, 14, 0], [0, 0, 13, 0, 0, 0, 0, 0, 0], [0, 19, 0, 15, 0, 17, 0, 0, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. . . | 19 . . | . . 17
. 14 . | . . 13 | 16 . 15
18 . 17 | . 14 12 | 13 . .
--------------------------
11 . . | 12 . . | . 13 .
14 . 19 | 13 11 . | . . 16
13 . 12 | . 19 . | . . 14
-------------------------
17 . . | . 13 . | . 14 .
. . 13 | . . . | . . .
. 19 . | 15 . 17 | . . .","[[12, 13, 16, 19, 15, 11, 14, 18, 17], [19, 14, 11, 18, 17, 13, 16, 12, 15], [18, 15, 17, 16, 14, 12, 13, 19, 11], [11, 17, 15, 12, 16, 14, 19, 13, 18], [14, 18, 19, 13, 11, 15, 12, 17, 16], [13, 16, 12, 17, 19, 18, 11, 15, 14], [17, 12, 18, 11, 13, 16, 15, 14, 19], [15, 11, 13, 14, 18, 19, 17, 16, 12], [16, 19, 14, 15, 12, 17, 18, 11, 13]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0016,sudoku_cf3_11to19,counterfactual,"[[14, 0, 0, 0, 0, 0, 19, 0, 17], [15, 19, 12, 0, 18, 0, 16, 13, 14], [17, 0, 0, 0, 0, 0, 0, 0, 0], [19, 18, 15, 0, 0, 0, 14, 0, 0], [13, 0, 11, 0, 19, 0, 0, 0, 0], [0, 0, 14, 18, 13, 0, 0, 0, 0], [18, 0, 0, 0, 0, 15, 0, 14, 0], [0, 0, 0, 0, 14, 0, 12, 17, 19], [12, 0, 0, 0, 16, 0, 0, 0, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
14 . . | . . . | 19 . 17
15 19 12 | . 18 . | 16 13 14
17 . . | . . . | . . .
----------------------
19 18 15 | . . . | 14 . .
13 . 11 | . 19 . | . . .
. . 14 | 18 13 . | . . .
------------------------
18 . . | . . 15 | . 14 .
. . . | . 14 . | 12 17 19
12 . . | . 16 . | . . .","[[14, 11, 18, 16, 12, 13, 19, 15, 17], [15, 19, 12, 11, 18, 17, 16, 13, 14], [17, 16, 13, 14, 15, 19, 18, 11, 12], [19, 18, 15, 17, 11, 16, 14, 12, 13], [13, 12, 11, 15, 19, 14, 17, 16, 18], [16, 17, 14, 18, 13, 12, 15, 19, 11], [18, 13, 19, 12, 17, 15, 11, 14, 16], [11, 15, 16, 13, 14, 18, 12, 17, 19], [12, 14, 17, 19, 16, 11, 13, 18, 15]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0017,sudoku_cf3_11to19,counterfactual,"[[17, 13, 0, 18, 0, 0, 12, 0, 0], [0, 0, 0, 0, 0, 13, 0, 0, 0], [0, 12, 0, 19, 0, 0, 0, 13, 16], [0, 0, 14, 0, 19, 0, 0, 0, 0], [0, 19, 13, 0, 0, 0, 17, 0, 11], [18, 0, 16, 14, 0, 17, 0, 19, 0], [0, 0, 0, 0, 0, 18, 14, 0, 0], [19, 0, 0, 0, 0, 16, 15, 0, 0], [13, 0, 18, 12, 14, 0, 0, 0, 17]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
17 13 . | 18 . . | 12 . .
. . . | . . 13 | . . .
. 12 . | 19 . . | . 13 16
-------------------------
. . 14 | . 19 . | . . .
. 19 13 | . . . | 17 . 11
18 . 16 | 14 . 17 | . 19 .
--------------------------
. . . | . . 18 | 14 . .
19 . . | . . 16 | 15 . .
13 . 18 | 12 14 . | . . 17","[[17, 13, 19, 18, 16, 14, 12, 11, 15], [16, 18, 15, 11, 12, 13, 19, 17, 14], [14, 12, 11, 19, 17, 15, 18, 13, 16], [12, 17, 14, 13, 19, 11, 16, 15, 18], [15, 19, 13, 16, 18, 12, 17, 14, 11], [18, 11, 16, 14, 15, 17, 13, 19, 12], [11, 16, 17, 15, 13, 18, 14, 12, 19], [19, 14, 12, 17, 11, 16, 15, 18, 13], [13, 15, 18, 12, 14, 19, 11, 16, 17]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0018,sudoku_cf3_11to19,counterfactual,"[[0, 14, 0, 15, 13, 0, 0, 11, 0], [0, 0, 17, 0, 0, 16, 0, 0, 15], [15, 0, 16, 0, 12, 0, 13, 0, 0], [0, 0, 0, 19, 0, 0, 17, 0, 0], [0, 13, 11, 17, 15, 0, 0, 0, 0], [17, 0, 12, 0, 0, 0, 19, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 16], [16, 0, 0, 14, 0, 15, 0, 0, 0], [11, 17, 0, 13, 0, 19, 0, 14, 18]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. 14 . | 15 13 . | . 11 .
. . 17 | . . 16 | . . 15
15 . 16 | . 12 . | 13 . .
-------------------------
. . . | 19 . . | 17 . .
. 13 11 | 17 15 . | . . .
17 . 12 | . . . | 19 . .
------------------------
. . . | . . . | . . 16
16 . . | 14 . 15 | . . .
11 17 . | 13 . 19 | . 14 18","[[12, 14, 18, 15, 13, 17, 16, 11, 19], [13, 11, 17, 18, 19, 16, 14, 12, 15], [15, 19, 16, 11, 12, 14, 13, 18, 17], [18, 16, 14, 19, 11, 13, 17, 15, 12], [19, 13, 11, 17, 15, 12, 18, 16, 14], [17, 15, 12, 16, 14, 18, 19, 13, 11], [14, 18, 13, 12, 17, 11, 15, 19, 16], [16, 12, 19, 14, 18, 15, 11, 17, 13], [11, 17, 15, 13, 16, 19, 12, 14, 18]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0019,sudoku_cf3_11to19,counterfactual,"[[0, 0, 15, 0, 0, 0, 0, 18, 12], [13, 12, 19, 11, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 14, 0], [0, 0, 18, 14, 0, 19, 15, 0, 0], [19, 0, 0, 16, 0, 0, 0, 0, 18], [12, 0, 0, 0, 18, 0, 0, 11, 19], [11, 0, 17, 15, 0, 0, 18, 0, 0], [0, 0, 0, 18, 13, 14, 11, 17, 0], [0, 0, 0, 19, 0, 0, 0, 16, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. . 15 | . . . | . 18 12
13 12 19 | 11 . . | . . .
. . . | . . . | . 14 .
----------------------
. . 18 | 14 . 19 | 15 . .
19 . . | 16 . . | . . 18
12 . . | . 18 . | . 11 19
-------------------------
11 . 17 | 15 . . | 18 . .
. . . | 18 13 14 | 11 17 .
. . . | 19 . . | . 16 .","[[14, 11, 15, 17, 19, 16, 13, 18, 12], [13, 12, 19, 11, 14, 18, 16, 15, 17], [18, 17, 16, 12, 15, 13, 19, 14, 11], [17, 13, 18, 14, 11, 19, 15, 12, 16], [19, 15, 11, 16, 12, 17, 14, 13, 18], [12, 16, 14, 13, 18, 15, 17, 11, 19], [11, 14, 17, 15, 16, 12, 18, 19, 13], [16, 19, 12, 18, 13, 14, 11, 17, 15], [15, 18, 13, 19, 17, 11, 12, 16, 14]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0020,sudoku_cf3_11to19,counterfactual,"[[15, 0, 0, 16, 0, 0, 0, 0, 18], [0, 0, 0, 0, 14, 0, 17, 0, 0], [0, 12, 0, 0, 0, 0, 11, 0, 0], [0, 0, 0, 0, 0, 0, 18, 0, 12], [12, 0, 18, 0, 0, 13, 0, 16, 0], [0, 16, 19, 12, 0, 0, 13, 17, 0], [18, 19, 0, 14, 0, 11, 0, 13, 0], [0, 0, 14, 15, 0, 0, 12, 0, 11], [0, 0, 15, 0, 17, 0, 0, 19, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
15 . . | 16 . . | . . 18
. . . | . 14 . | 17 . .
. 12 . | . . . | 11 . .
-----------------------
. . . | . . . | 18 . 12
12 . 18 | . . 13 | . 16 .
. 16 19 | 12 . . | 13 17 .
--------------------------
18 19 . | 14 . 11 | . 13 .
. . 14 | 15 . . | 12 . 11
. . 15 | . 17 . | . 19 .","[[15, 13, 11, 16, 12, 17, 19, 14, 18], [19, 18, 16, 11, 14, 15, 17, 12, 13], [14, 12, 17, 13, 19, 18, 11, 15, 16], [17, 14, 13, 19, 15, 16, 18, 11, 12], [12, 15, 18, 17, 11, 13, 14, 16, 19], [11, 16, 19, 12, 18, 14, 13, 17, 15], [18, 19, 12, 14, 16, 11, 15, 13, 17], [16, 17, 14, 15, 13, 19, 12, 18, 11], [13, 11, 15, 18, 17, 12, 16, 19, 14]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0021,sudoku_cf3_11to19,counterfactual,"[[18, 0, 0, 16, 0, 13, 0, 12, 0], [0, 0, 0, 0, 12, 18, 17, 0, 0], [0, 0, 16, 0, 0, 0, 0, 13, 11], [0, 0, 0, 0, 19, 12, 13, 0, 0], [11, 18, 0, 0, 0, 0, 16, 0, 0], [17, 0, 0, 0, 0, 0, 0, 19, 14], [0, 0, 0, 0, 0, 16, 0, 14, 0], [15, 12, 0, 11, 18, 0, 0, 0, 0], [0, 16, 0, 15, 14, 19, 0, 0, 17]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
18 . . | 16 . 13 | . 12 .
. . . | . 12 18 | 17 . .
. . 16 | . . . | . 13 11
------------------------
. . . | . 19 12 | 13 . .
11 18 . | . . . | 16 . .
17 . . | . . . | . 19 14
------------------------
. . . | . . 16 | . 14 .
15 12 . | 11 18 . | . . .
. 16 . | 15 14 19 | . . 17","[[18, 15, 17, 16, 11, 13, 14, 12, 19], [14, 11, 13, 19, 12, 18, 17, 15, 16], [12, 19, 16, 14, 17, 15, 18, 13, 11], [16, 14, 15, 17, 19, 12, 13, 11, 18], [11, 18, 19, 13, 15, 14, 16, 17, 12], [17, 13, 12, 18, 16, 11, 15, 19, 14], [19, 17, 18, 12, 13, 16, 11, 14, 15], [15, 12, 14, 11, 18, 17, 19, 16, 13], [13, 16, 11, 15, 14, 19, 12, 18, 17]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0022,sudoku_cf3_11to19,counterfactual,"[[12, 0, 0, 0, 0, 15, 11, 0, 16], [0, 0, 0, 0, 11, 0, 12, 0, 15], [0, 0, 0, 16, 19, 0, 13, 18, 0], [0, 0, 0, 0, 0, 19, 0, 15, 0], [0, 0, 0, 0, 0, 0, 16, 0, 0], [0, 15, 0, 14, 16, 0, 0, 12, 11], [0, 18, 0, 19, 17, 0, 0, 14, 0], [15, 14, 19, 0, 12, 18, 0, 0, 0], [0, 13, 0, 15, 0, 0, 0, 0, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
12 . . | . . 15 | 11 . 16
. . . | . 11 . | 12 . 15
. . . | 16 19 . | 13 18 .
-------------------------
. . . | . . 19 | . 15 .
. . . | . . . | 16 . .
. 15 . | 14 16 . | . 12 11
--------------------------
. 18 . | 19 17 . | . 14 .
15 14 19 | . 12 18 | . . .
. 13 . | 15 . . | . . .","[[12, 19, 14, 13, 18, 15, 11, 17, 16], [13, 16, 18, 17, 11, 14, 12, 19, 15], [11, 17, 15, 16, 19, 12, 13, 18, 14], [18, 11, 16, 12, 13, 19, 14, 15, 17], [14, 12, 17, 18, 15, 11, 16, 13, 19], [19, 15, 13, 14, 16, 17, 18, 12, 11], [16, 18, 11, 19, 17, 13, 15, 14, 12], [15, 14, 19, 11, 12, 18, 17, 16, 13], [17, 13, 12, 15, 14, 16, 19, 11, 18]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0023,sudoku_cf3_11to19,counterfactual,"[[17, 0, 0, 13, 16, 18, 0, 0, 11], [13, 0, 16, 0, 17, 14, 0, 18, 0], [0, 12, 0, 11, 0, 0, 0, 0, 13], [14, 0, 0, 0, 0, 0, 0, 0, 16], [12, 0, 0, 0, 0, 0, 11, 0, 0], [0, 0, 0, 0, 18, 13, 0, 12, 0], [11, 14, 0, 0, 12, 0, 0, 0, 0], [16, 0, 0, 17, 0, 19, 0, 0, 0], [0, 0, 19, 18, 0, 0, 13, 16, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
17 . . | 13 16 18 | . . 11
13 . 16 | . 17 14 | . 18 .
. 12 . | 11 . . | . . 13
------------------------
14 . . | . . . | . . 16
12 . . | . . . | 11 . .
. . . | . 18 13 | . 12 .
------------------------
11 14 . | . 12 . | . . .
16 . . | 17 . 19 | . . .
. . 19 | 18 . . | 13 16 .","[[17, 19, 15, 13, 16, 18, 12, 14, 11], [13, 11, 16, 12, 17, 14, 19, 18, 15], [18, 12, 14, 11, 19, 15, 16, 17, 13], [14, 13, 17, 19, 11, 12, 18, 15, 16], [12, 16, 18, 14, 15, 17, 11, 13, 19], [19, 15, 11, 16, 18, 13, 14, 12, 17], [11, 14, 13, 15, 12, 16, 17, 19, 18], [16, 18, 12, 17, 13, 19, 15, 11, 14], [15, 17, 19, 18, 14, 11, 13, 16, 12]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0024,sudoku_cf3_11to19,counterfactual,"[[18, 0, 0, 0, 11, 12, 0, 14, 0], [0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 15, 18, 0, 19, 11], [0, 16, 19, 0, 0, 0, 12, 0, 17], [0, 17, 0, 0, 0, 16, 0, 0, 0], [0, 18, 0, 17, 19, 11, 0, 0, 15], [0, 0, 0, 12, 16, 0, 11, 0, 0], [0, 12, 13, 19, 0, 0, 0, 17, 0], [17, 0, 0, 0, 0, 14, 0, 18, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
18 . . | . 11 12 | . 14 .
. . . | . 17 . | . . .
. . . | . 15 18 | . 19 11
-------------------------
. 16 19 | . . . | 12 . 17
. 17 . | . . 16 | . . .
. 18 . | 17 19 11 | . . 15
--------------------------
. . . | 12 16 . | 11 . .
. 12 13 | 19 . . | . 17 .
17 . . | . . 14 | . 18 .","[[18, 19, 17, 13, 11, 12, 15, 14, 16], [16, 11, 15, 14, 17, 19, 13, 12, 18], [12, 13, 14, 16, 15, 18, 17, 19, 11], [15, 16, 19, 18, 14, 13, 12, 11, 17], [14, 17, 11, 15, 12, 16, 18, 13, 19], [13, 18, 12, 17, 19, 11, 14, 16, 15], [19, 14, 18, 12, 16, 17, 11, 15, 13], [11, 12, 13, 19, 18, 15, 16, 17, 14], [17, 15, 16, 11, 13, 14, 19, 18, 12]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0025,sudoku_cf3_11to19,counterfactual,"[[17, 0, 18, 0, 12, 0, 0, 13, 14], [0, 12, 16, 14, 0, 0, 0, 0, 0], [19, 0, 0, 0, 13, 0, 0, 0, 0], [0, 11, 0, 0, 19, 15, 17, 0, 0], [12, 0, 0, 0, 11, 0, 14, 0, 16], [0, 0, 15, 0, 16, 0, 12, 0, 0], [14, 13, 0, 0, 0, 0, 19, 0, 0], [0, 0, 0, 16, 14, 0, 0, 0, 0], [11, 16, 0, 0, 15, 0, 0, 0, 12]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
17 . 18 | . 12 . | . 13 14
. 12 16 | 14 . . | . . .
19 . . | . 13 . | . . .
-----------------------
. 11 . | . 19 15 | 17 . .
12 . . | . 11 . | 14 . 16
. . 15 | . 16 . | 12 . .
------------------------
14 13 . | . . . | 19 . .
. . . | 16 14 . | . . .
11 16 . | . 15 . | . . 12","[[17, 15, 18, 19, 12, 16, 11, 13, 14], [13, 12, 16, 14, 17, 11, 15, 19, 18], [19, 14, 11, 15, 13, 18, 16, 12, 17], [16, 11, 14, 12, 19, 15, 17, 18, 13], [12, 19, 13, 18, 11, 17, 14, 15, 16], [18, 17, 15, 13, 16, 14, 12, 11, 19], [14, 13, 17, 11, 18, 12, 19, 16, 15], [15, 18, 12, 16, 14, 19, 13, 17, 11], [11, 16, 19, 17, 15, 13, 18, 14, 12]]","{""num_givens"": 30, ""grid_size"": 9}"
sudoku_cf3_11to19_0026,sudoku_cf3_11to19,counterfactual,"[[0, 18, 0, 19, 0, 0, 0, 0, 12], [0, 0, 0, 13, 0, 0, 0, 16, 0], [12, 13, 14, 0, 16, 18, 0, 11, 17], [0, 0, 17, 16, 15, 0, 12, 18, 11], [0, 0, 0, 0, 18, 0, 13, 0, 0], [0, 12, 0, 14, 0, 0, 0, 0, 0], [19, 17, 0, 12, 0, 0, 16, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [16, 15, 0, 0, 0, 19, 0, 12, 0]]","Solve the following modified Sudoku puzzle.
Rule change: Instead of the digits 1–9, the valid symbols are 11–19. Each row, column, and 3×3 box must contain each of {11, 12, 13, 14, 15, 16, 17, 18, 19} exactly once.

Puzzle (. = empty cell):
. 18 . | 19 . . | . . 12
. . . | 13 . . | . 16 .
12 13 14 | . 16 18 | . 11 17
----------------------------
. . 17 | 16 15 . | 12 18 11
. . . | . 18 . | 13 . .
. 12 . | 14 . . | . . .
-----------------------
19 17 . | 12 . . | 16 . .
. . . | . . . | . . .
16 15 . | . . 19 | . 12 .","[[15, 18, 16, 19, 11, 17, 14, 13, 12], [17, 11, 19, 13, 12, 14, 18, 16, 15], [12, 13, 14, 15, 16, 18, 19, 11, 17], [14, 19, 17, 16, 15, 13, 12, 18, 11], [11, 16, 15, 17, 18, 12, 13, 19, 14], [18, 12, 13, 14, 19, 11, 15, 17, 16], [19, 17, 11, 12, 13, 15, 16, 14, 18], [13, 14, 12, 18, 17, 16, 11, 15, 19], [16, 15, 18, 11, 14, 19, 17, 12, 13]]","{""num_givens"": 30, ""grid_size"": 9}"
